column_name,korean_name,description,code_values
SCRAP_INVOICE_LIST,스크렙송장리스트,스크렙송장리스트,
SCRAP_ISSUE,스크랩출고,스크랩출고,
SCRAP_ISSUE_LIST,스크렙출고리스트,스크렙출고리스트,
SCRAP_QTY,스크랩량,스크랩량 (수량),
SCRAP_RATE,스크렙율,스크렙율,
SCRAP_RECEIPT,스크랩입고,스크랩입고,
SCRAP_RECEIPT_ISSUE_LIST,스크렙입출고리스트,스크렙입출고리스트,
SCRAP_RECEIPT_ISSUE_REPORT,스크렙재고체크리포트,스크렙재고체크리포트,
SCRAP_TRANSFER_TAKE_OVER_INVOICE_REPORT,스크렙공정인수인계송장,스크렙공정인수인계송장,
SCRAP_TYPE,스크렙타입,불량유형,"{""E"": ""기타스크랩"", ""M"": ""공정스크랩"", ""S"": ""업체불량""}"
SCRAP_WEIGHT,스크랩량,스크랩량,
SCRAP_WORKSTAGE_CONNECT_REPORT,스크렙공정연결리포트,스크렙공정연결리포트,
SCREENCONTROL,화면조정,화면조정,
SCREENPRINT,화면출력,화면출력,
SCREENUSERDEFINITION,화면사용자설정,화면사용자설정,
SCROLL_INTERVAL,화면스크롤주기(초),화면스크롤주기(초),
SD4,Sd4,Sd4,
SEAL_NO,Seal 번호,Seal 번호,
SEARCH,검색,검색,
SEARCH_CONDITION,조회조건,조회조건,
SEARCH_DOCUMENT,문서검색,문서검색,
SEARCH_RECIPIENTS,수신자찾기,수신자찾기,
SEARCH_TEXT,찾을문자,찾을문자,
SEARCH_TITLE,제목찾기,제목찾기,
SEARCH_TOOL,찾기도구,찾기도구,
SEARCH_WORD,찾을단어 :,찾을단어 :,
SEC,초,초,
SECOM,SECOM RAW DATA QUERY,SECOM RAW DATA QUERY,
SECOM_RAW_DATA_QUERY,SECOM 지문데이타,SECOM 지문데이타,
SECOND_GROUP,중그룹,중그룹,
SECTION,섹션,섹션,
SELECT,데이터선택,데이터선택,
SELECTED_DATA_WINDOW,선택된데이타창,선택된데이타창,
SELECTED_DATE,스캔일자,스캔일자 (날짜),
SELECTED_ROW,선택된행,선택된행,
SELECT_ALL,전체선택,전체선택,
SELECT_CHECK,선택/체크,선택/체크,
SELECT_DATA,데이터선택,데이터선택,
SELECT_ITEM,품목선택,품목선택,
SELECT_LANGUAGE,언어선택,언어선택,
SELECT_LIBRARY,SELECT LIBRARY,SELECT LIBRARY,
SELECT_NG_REASON,불량원인선택,불량원인선택,
SELECT_OBJECT,오브젝트선택,오브젝트선택,
SELECT_PSR_REPORT,&SELECT PSR REPORT...,&SELECT PSR REPORT...,
SELECT_RELEASE,선택/해제,선택/해제,
SELECT_REPORT,리포트선택,리포트선택,
SELECT_ROW_ALL,모든행선택,모든행선택,
SELECT_SQL,SQL조회,SQL조회,
SELECT_TABLE,테이블선택,테이블선택,
SELECT_USER_ID,인원확인,인원확인,
SELECT_WORKSTAGE_STATUS,공정상태코드선택,공정상태코드선택 (코드 값),
SELLER,Seller:,Seller:,
SELLER_S_BANK_INFORMATION,Seller's Bank Information,Seller's Bank Information,
SELLING_RATE,매도율,매도율,
SEND,보내기,보내기,
SENDER,발송자,발송자,
SENDER_4_INVOICE,발송자,발송자,
SENDER_CODE,발송자코드,발송자코드 (코드 값),
SENDER_MASTER,발송자관리,발송자관리,
SENDER_MASTER_LIST,발송자리스트,발송자리스트,
SENDER_MASTER_POPUP,발송자관리,발송자관리,
SENDER_NAME,발송자명,발송자명,
SENDER_NAME_ENG,발송자명(영),발송자명(영),
SENDER_TOTAL,발송자합계,발송자합계,
SENDE_NAME,발송자명,발송자명,
SENDOR_CODE,발송자코드,발송자코드 (코드 값),
SENDOR_NAME,발송자명,발송자명,
SENDPITCH,Sendpitch,Sendpitch,
SEND_ERP,ERP로전송,ERP로전송,
SEND_MAIL,메일보내기,메일보내기,
SENSOR_ACTUAL,Sensor Actual,Sensor Actual,
SENSOR_QTY,센서감지수량,센서감지수량 (수량),
SEP,9월,9월,
SEQ,항번,항번,
SEQUENCE,항번,항번,
SEQ_NO,항번,항번,
SERIAL_ARRAY_LENGTH,시리얼에레이길이,시리얼에레이길이,
SERIAL_BASE10,Serial Base10,Serial Base10,
SERIAL_BASE34,Serial Base34,Serial Base34,
SERIAL_CHECK,시리얼검사,시리얼검사,
SERIAL_CODE,시리얼번호,시리얼번호 (코드 값),
SERIAL_COMM_OPTION,통신옵션,통신옵션,
SERIAL_LENGTH,시리얼총길이,시리얼총길이,
SERIAL_NO,PID번호,PID번호,
SERIAL_NO_LENGTH,시리얼번호길이,시리얼번호길이,
SERIAL_NO_SCAN,시리얼번호스캔,시리얼번호스캔,
SERIAL_PORT_NO,통신포트,통신포트,
SERNDER_CODE,발송자코드,발송자코드 (코드 값),
SERVER_NAME,서버이름,서버이름,
SERVER_PID_TRACKING_FOR_THE_PRODUCTION,Server PID Tracking for The Production,Server PID Tracking for The Production,
SERVER_POWER_LINE,Server Power Line,Server Power Line,
SERVICE,서비스,서비스,
SERVICE_BOM,서비스BOM,서비스BOM,
SERVICE_BOM_MASTER,서비스BOM관리,서비스BOM관리,
SERVICE_BOM_QUERY,서비스BOM조회,서비스BOM조회,
SERVICE_INVENTORY,서비스재고,서비스재고,
SERVICE_INVENTORY_CHECK,서비스재고조사,서비스재고조사,
SERVICE_INVENTORY_CLOSE,서비스재고마감,서비스재고마감,
SERVICE_INVENTORY_QUERY,서비스재고조회,서비스재고조회,
SERVICE_ISSUE,서비스출고,서비스출고,
SERVICE_ITEM_INVENTORY,서비스품목재고,서비스품목재고,
SERVICE_ITEM_INVENTORY_CHECK,서비스품목재고조사,서비스품목재고조사,
SERVICE_ITEM_INVENTORY_CLOSE,서비스품목재고마감,서비스품목재고마감,
SERVICE_ITEM_INVENTORY_QUERY,서비스품목재고조회,서비스품목재고조회,
SERVICE_ITEM_ISSUE,서비스품목출고,서비스품목출고,
SERVICE_ITEM_MASTER,서비스품목관리,서비스품목관리,
SERVICE_ITEM_RECEIPT,서비스품목입고,서비스품목입고,
SERVICE_RECEIPT,서비스입고,서비스입고,
SERVICE_RECEIPT_CANCEL_MASTER,서비스입고취소,서비스입고취소,
SERVICE_RECEIPT_MASTER,서비스입고관리,서비스입고관리,
SERVICE_SHIPPING,서비스판매,서비스판매,
SERVICE_SHIPPING_CANCEL,서비스판매취소,서비스판매취소,
SERVICE_SHIPPING_FREE,서비스무상판매,서비스무상판매,
SERVICE_SHIPPING_SALE,서비스유상판매,서비스유상판매,
SESSION_ID,세션ID,세션ID,
SET,세트,세트,
SETUP,셋업,셋업,
SET_ALL_COST_CENTER,전부C/C 로설정,전부C/C 로설정,
SET_ALL_WORK_CENTER,전부W/C 로설정,전부W/C 로설정,
SET_BOM_LIST,BOM 리스트,BOM 리스트,
SET_CONVERSION_COST,가공비설정,가공비설정,
SET_COST_CENTER,C/C 로전부설정,C/C 로전부설정,
SET_EXCHANGE_RATE,환율설정,환율설정,
SET_FEEDING_QTY,장착수량재설정,장착수량재설정 (수량),
SET_GROUP_NO,그룹번호설정,그룹번호설정,
SET_HOLIDAY,휴일설정,휴일설정,
SET_ITEM,최종품목,최종품목,
SET_ITEM_CLASS,셑트클래스,셑트클래스,
SET_ITEM_CODE,최종품목코드,최종품목코드 (코드 값),
SET_ITEM_COST,모델별재료비,모델별재료비,
SET_ITEM_DIVISION,,,"{""E"": ""기타""}"
SET_ITEM_GROUP,셑트그룹,셑트그룹,
SET_ITEM_NAME,최종품목명,최종품목명,
SET_ITEM_PROFIT,품목별손익,품목별손익,
SET_ITEM_SPEC,최종품목규격,최종품목규격,
SET_ITEM_UOM,최종품목단위,최종품목단위,
SET_ITEM_YN,세트품목유무,세트품목유무,"{""M"": ""MATERIAL"", ""N"": ""부품"", ""Y"": ""세트""}"
SET_LINE,라인가져오기,라인가져오기,
SET_MODEL_DESC,셋트모델상세설명,셋트모델상세설명,
SET_MODEL_DESCRIPTION,세트모델설명,세트모델설명,
SET_MODEL_INPUT,세트모델자동입력,세트모델자동입력,
SET_MODEL_LIST,세트모델리스트,세트모델리스트,
SET_MODEL_MASTER,세트모델설명,세트모델설명,
SET_MODEL_MASTER_REPORT,셋트모델마스터리포트,셋트모델마스터리포트,
SET_MODEL_NAME,세트모델명,세트모델명,
SET_MODEL_REPLACE,세트모델대체,세트모델대체,
SET_MODEL_SPEC,셋트모델규격,셋트모델규격,
SET_MODEL_SPECIFICATION,세트모델규격,세트모델규격,
SET_MODEL_SUFFIX,세트모델규격,세트모델규격,
SET_MODEL_TYPE,세트모델유형,세트모델유형,
SET_MODEL_YN,세트모델구분(Y/N),세트모델구분(Y/N),
SET_MSL_LOCATION,MSL/자재위치등록,MSL/자재위치등록,
SET_PARTNO,최종품목번호,최종품목번호,
SET_PLAN_BY_QTY,수량으로배분,수량으로배분 (수량),
SET_PLAN_BY_ST,ST로배분,ST로배분,
SET_PLAN_QTY,수량배분,수량배분 (수량),
SET_QTY,SET수량,SET수량 (수량),
SET_SET_ITEM_CODE,세트품목코드설정,세트품목코드설정 (코드 값),
SET_TEMP,설정온도,설정온도,
SET_TIME,시간설정,시간설정,
SET_WORKDAY,평일설정,평일설정,
SET_WORK_CENTER,W/C 로전부설정,W/C 로전부설정,
SH,Sh,Sh,
SHAFT,Shaft,Shaft,
SHAPE,Shape,Shape,
SHEET,권,권,
SHEIGHT,Sheight,Sheight,
SHIFT,근무 shift,Shift,
SHIFT_1_QTY,주간조 수량,주간조 수량 (수량),
SHIFT_2_QTY,야간조 수량,야간조 수량 (수량),
SHIFT_CODE,교대조,교대조 (코드 값),"{""A"": ""1교대"", ""B"": ""2교대""}"
SHIIPING_REQUEST_LIST,판매신청리스트,판매신청리스트,
SHIIPING_YYYYMM,판매년월,판매년월,
SHIP,출하,출하,
SHIPMENT,운송방법:,운송방법,
SHIPMENT_COMMENT,설명,설명,
SHIPMENT_NUM,Shipment Num,Shipment Num,
SHIPMENT_QTY,적송재고,적송재고 (수량),
SHIPMENT_QTY_0,적송재고 > 0,적송재고 > 0 (수량),
SHIPPING,출하현황,출하현황,
SHIPPING_ACCOUNT,출하계정,출하계정,"{""M001"": ""양산"", ""M002"": ""불량"", ""M003"": ""샘플"", ""M004"": ""유상서비스"", ""M005"": ""무상서비스"", ""M008"": ""폐기"", ""M011"": ""재고조정""}"
SHIPPING_ACTUAL_QTY,출하실적수량,출하실적수량 (수량),
SHIPPING_AMONT_TOTAL,판매금액합계,판매금액합계 (금액),
SHIPPING_AMT,총판매금액 :,총판매금액 : (금액),
SHIPPING_AMT_ORIGIN,판매금액(원),판매금액(원) (금액),
SHIPPING_BOX_LABEL_MASTER,출하박스라벨관리,출하박스라벨관리,
SHIPPING_BRANCH_LIST,물류지점리스트,물류지점리스트,
SHIPPING_BRANCH_MASTER,물류지점관리,물류지점관리,
SHIPPING_CANCEL,판매취소,판매취소,
SHIPPING_DATE,@shipping_date,@shipping_date (날짜),
SHIPPING_DATE_BY_MATRIX,낲품일자(Matrix),낲품일자(Matrix) (날짜),
SHIPPING_DATE_TOTAL,판매일자합계,판매일자합계 (날짜),
SHIPPING_DEFICIT,납품증감,납품증감,"{""3"": ""출하+"", ""4"": ""출하-""}"
SHIPPING_DIFF_QTY,판매차이수량,판매차이수량 (수량),
SHIPPING_DOCUMENT,판매주의사항,판매주의사항,
SHIPPING_HISTORY,제품출하이력,제품출하이력,
SHIPPING_INVOICE,판매명세서,판매명세서,
SHIPPING_INVOICE_REPORT,판매송장리포트,판매송장리포트,
SHIPPING_LIST,출하목록,출하목록,
SHIPPING_LOT_CREATE,출하롯트자동구성,출하롯트자동구성,
SHIPPING_LOT_DETAIL,출하상세,출하상세,
SHIPPING_LOT_MASTER,출하관리,출하관리,
SHIPPING_LOT_NO,납품LOT번호,납품LOT번호,
SHIPPING_MARK,SHIPPING MARK,SHIPPING MARK,
SHIPPING_MARKS,Shipping Marks :,Shipping Marks :,
SHIPPING_MATERIAL_LIST,자재출하리스트,자재출하리스트,
SHIPPING_METHOD,판매수단,판매수단,"{""A"": ""항공"", ""C"": ""차량"", ""T"": ""기차""}"
SHIPPING_OK,출하 OK,출하 OK,
SHIPPING_OUTBOX_LABEL_REPORT,출하박스라벨리포트,출하박스라벨리포트,
SHIPPING_PALETTE_MASTER,출하팔레트관리,출하팔레트관리,
SHIPPING_PLAN,판매계획,판매계획,
SHIPPING_PLAN_CANCEL,판매계획취소,판매계획취소,
SHIPPING_PLAN_LIST,판매계획리스트,판매계획리스트,
SHIPPING_PLAN_REPORT,제품출하계획리포트,제품출하계획리포트,
SHIPPING_PLAN_SEQ,판매계획항번,판매계획항번,
SHIPPING_PLAN_SEQUENCE,납품계획항번,납품계획항번,
SHIPPING_PLAN_STATUS,판매신청상태,판매신청상태,"{""A"": ""반영됨"", ""C"": ""완료"", ""R"": ""신청""}"
SHIPPING_PLAN_STATUS_FILTER,판매계획상태필터,판매계획상태필터,
SHIPPING_PORT,선적지항구,선적지항구,
SHIPPING_PORT_CODE,선적항코드,선적항코드 (코드 값),
SHIPPING_PRODUCT_RECEIPT_MASTER,제품입고마스타,제품입고마스타,
SHIPPING_QTY,출하수량,출하수량 (수량),
SHIPPING_QTY_SUM,출하합계,출하합계 (수량),
SHIPPING_RATE,판매율,판매율,
SHIPPING_RECEIPT_CONFIRM_CANCEL_MASTER,Shipping Receipt Confirm Cancel Master,Shipping Receipt Confirm Cancel Master,
SHIPPING_RECEIPT_CONFIRM_MASTER,판매입고승은관리,판매입고승은관리,
SHIPPING_RECEIPT_LIST,제품입고리스트,제품입고리스트,
SHIPPING_REMAIN_QTY,납품잔량,납품잔량 (수량),
SHIPPING_REQ,판매신청,판매신청,
SHIPPING_REQUEST,판매신청,판매신청,
SHIPPING_REQUEST_LIST,판매신청리스트,판매신청리스트,
SHIPPING_REQUEST_LOT_NO,신청롯트번호,신청롯트번호,
SHIPPING_REQUEST_PLAN,판매신청내역,판매신청내역,
SHIPPING_REQUEST_QTY,판매신청수량,판매신청수량 (수량),
SHIPPING_REQUEST_REMAIN_QTY,판매신청잔량,판매신청잔량 (수량),
SHIPPING_REQUEST_REPORT,출하신청리포트,출하신청리포트,
SHIPPING_REQUEST_SEQ,판매신청항번,판매신청항번,
SHIPPING_REQUEST_SEQUENCE,판매신청항번,판매신청항번,
SHIPPING_RETRUN_DATE,판매반품일자,판매반품일자 (날짜),
SHIPPING_RETURN,출하반품,출하반품,
SHIPPING_RETURN_DATE,판매반품일자,판매반품일자 (날짜),
SHIPPING_RETURN_LIST,판매반품리스트,판매반품리스트,
SHIPPING_RETURN_QTY,판매반품수량,판매반품수량 (수량),
SHIPPING_RETURN_REPAIR_MASTER,반품수리관리,반품수리관리,
SHIPPING_SALE_PRICE_LIST,제(상)품판매단가리스트,제(상)품판매단가리스트,
SHIPPING_SALE_PRICE_MASTER,제(상)품판매단가,제(상)품판매단가,
SHIPPING_SEQ,납품순서,납품순서,
SHIPPING_SEQUENCE,납품순서,납품순서,
SHIPPING_STATUS,판매상태,판매상태,"{""C"": ""취소"", ""N"": ""정상""}"
SHIPPING_SUMMARY,출하합계,출하합계,
SHIPPING_TAX_AMT,판매세금,판매세금 (금액),
SHIPPING_TYPE,납품형태,납품형태,"{""E"": ""기차"", ""N"": ""정상""}"
SHIPPING_WORKSTAGE,출하목록 -공정이력,출하목록 -공정이력,
SHIPPING_WORK_COST_LIST,판매가공비리스트,판매가공비리스트,
SHIPPING_WORK_COST_MASTER,판매가공비관리,판매가공비관리,
SHIPPING_YYYYMM,출하년월,출하년월,
SHIP_DATE,출하일자,출하일자 (날짜),
SHIP_FLAG,출하상태,출하상태,"{""N"": ""재고"", ""Y"": ""출하""}"
SHIP_INFO,출하정보,출하정보,
SHIP_NO,출하번호,출하번호,
SHIP_RETURN,SHIP-RETURN,출하취소,
SHIP_TO,Ship To,Ship To,
SHOP_APPLICATION,Shop Application,Shop Application,
SHORT_QTY,SHORT 수,SHORT 수 (수량),
SHOW,보기,보기,
SHOW_4M_LIST,4M 리스트보기,4M 리스트보기,
SHOW_ACTUAL,실적보기,실적보기,
SHOW_ALERT,경보보기,경보보기,
SHOW_ALL,전부보기,전부보기,
SHOW_ALRAM_POPUP,알람팝업사용,알람팝업사용,
SHOW_BOM,BOM찾아보기,BOM찾아보기,
SHOW_BORDER,박스보이기,박스보이기,
SHOW_CAPACITY,능력보기,능력보기,
SHOW_CHANGE_HISTORY,릴변경이력보기,릴변경이력보기,
SHOW_COST,재료비보기,재료비보기,
SHOW_DATAWINDOW,데이타창보기,데이타창보기,
SHOW_DIALOG,출력조건보기,출력조건보기,
SHOW_DIFF,Show Diff,Show Diff,
SHOW_DOC,문서보기,문서보기,
SHOW_DW_SYNTAX,SHOW DW SYNTAX,SHOW DW SYNTAX,
SHOW_DW_TEXT,SHOW DW TEXT,SHOW DW TEXT,
SHOW_ERROR_LOG,시스템오류내역보기,시스템오류내역보기,
SHOW_FREE_ISSUE_LIST,구매단가보기,구매단가보기,
SHOW_GRAPH,그래프보기,그래프보기,
SHOW_HIDE_ITEM,감춘아이템보기,감춘아이템보기,
SHOW_IMAGE,이미지보기,이미지보기,
SHOW_INSPECT_REQUEST,검사요청보기,검사요청보기,
SHOW_INTERFACE_LOG,인터페이스로그보기,인터페이스로그보기,
SHOW_INVENTORY,재고보기,재고보기,
SHOW_INVENTORY_PRICE,재고단가보기,재고단가보기,
SHOW_ISSUE,이슈미리보기,이슈미리보기,
SHOW_ISSUE_HISTORY,출고이력보기,출고이력보기,
SHOW_ISSUE_LIST,출고이력리스트,출고이력리스트,
SHOW_ITEM_DETAIL_F10,폼목상세조회	F10,폼목상세조회	F10,
SHOW_ITEM_MASTER,품목관리보기,품목관리보기,
SHOW_JIG_SAMPLE,지그/샘플보기,지그/샘플보기,
SHOW_LIST,목록보기,목록보기,
SHOW_LOG,로그기록보기,로그기록보기,
SHOW_LOOP,절차보임,절차보임,
SHOW_LOT,롯트보기,롯트보기,
SHOW_MASTER_PLAN,생산계획보기,생산계획보기,
SHOW_MATERIAL,품목(자재)보기,품목(자재)보기,
SHOW_MENU,SHOW MENU,SHOW MENU,
SHOW_MOLD,S-PARTS보기,S-PARTS보기,
SHOW_NO_BORDER,박스없애기,박스없애기,
SHOW_NO_USE_LOT,미사용재공보기,미사용재공보기,
SHOW_NSNP_HISTORY,NSNP동작이력보기,NSNP동작이력보기,
SHOW_ORDER,주문신청보기,주문신청보기,
SHOW_ORIGIANAL_SIZE,기본크기보기,기본크기보기,
SHOW_PLAN,계획보임,계획보임,
SHOW_POPUP,팝업창보기,팝업창보기,
SHOW_PRICE,입고단가보기,입고단가보기,
SHOW_PRICE_MASTER,단가보기,단가보기,
SHOW_REPLACE_ITEM,대체품보기,대체품보기,
SHOW_ROUTING,라우팅보기,라우팅보기,
SHOW_SALE_PLAN,영업계획보기,영업계획보기,
SHOW_SALE_PRICE,판가보기,판가보기,
SHOW_SELECTED_DATA,선택된데이타보기,선택된데이타보기,
SHOW_SHADOW,그림자보기,그림자보기,
SHOW_SQL,SQL보기,SQL보기,
SHOW_SQLTEXT,SQL문장보기,SQL문장보기,
SHOW_SUMMARY,Show Summary,Show Summary,
SHOW_SYSTEM_ACCESS,시스템사용내역,시스템사용내역,
SHOW_SYSTEM_DATA,시스템데이타보기,시스템데이타보기,
SHOW_SYSTEM_OBJECT,오브젝트보기,오브젝트보기,
SHOW_S_PARTS,S-PARTS보기,S-PARTS보기,
SHOW_TABLE_COLUMN,테이블컬럼보기,테이블컬럼보기,
SHOW_TABLE_YN,SHOW TABLE YN,SHOW TABLE YN,"{""N"": ""N"", ""Y"": ""Y""}"
SHOW_TIMETERM,시간당보기,시간당보기,
SHOW_TRANSACTION,내역보기,내역보기,
SHOW_UNIT_PRICE,단가보기,단가보기,
SHOW_VALUE,값보기,값보기,
SHOW_VALUE_LIST_CTRL_F1,기초코드보기	Ctrl+F1,기초코드보기	Ctrl+F1 (코드 값),
SHOW_WORKSTAGE,공정보기,공정보기,
SHOW_WS_INVENTORY,공정재고보기,공정재고보기,
SHOW_WS_INV_QTY,공정재고보기,공정재고보기 (수량),
SHOW_W_O,작업지시조회,작업지시조회,
SIDE,Side,Side,"{""1"": ""FRONT"", ""2"": ""REAR""}"
SIGNATURE,서명,서명,
SIGNED_BY,Signed by:,Signed by:,
SIMPLE,단순형식,단순형식,
SINCERELY_YOURS,"Sincerely Yours,","Sincerely Yours,",
SINGLE,Single,Single,
SINGLE_RECEIPT,단품입고,단품입고,
SITE,싸이트,싸이트,
SITE_CODE,싸이트코드,싸이트코드 (코드 값),"{""DY82"": ""솔루엠베트남""}"
SIZE,크기,크기,
SIZE_HEIGHT,세로크기맞춤,세로크기맞춤,
SIZE_L,Size L,Size L,
SIZE_T,Size T,Size T,
SIZE_W,Size W,Size W,
SIZE_WIDTHS,가로크기맞춤,가로크기맞춤,
SK,Sk,Sk,
SKIP,스킵,스킵,
SKIPNUMBER,Skipnumber,Skipnumber,
SKIP_CANCEL,스킵취소,스킵취소,
SKIP_QTY,스킵수량,스킵수량 (수량),
SLIP,전표,전표,
SLIP_DATE_SCAN_DATE,발행일자 (SCAN DATE),발행일자 (SCAN DATE) (날짜),
SLIP_DIV,전표구분,전표구분,"{""002"": ""002""}"
SLIP_GROUP_NO,Slip Group No,Slip Group No,
SLIP_ITEM_BARCODE,Slip Item Barcode,Slip Item Barcode (코드 값),
SLIP_KIND_CODE,전표종류코드,전표종류코드 (코드 값),"{""AM6"": ""영업매출"", ""CM1"": ""외주가공비"", ""CM2"": ""자재비""}"
SLIP_NO,전표번호,전표번호,
SLIP_NO_BARCODE,Slip No Barcode,Slip No Barcode (코드 값),
SLIP_OPTION,Slip 옵션,Slip 옵션,
SLIP_PRINT,전표출력,전표출력,
SLIP_SCAN,슬립스캔,슬립스캔,
SLIP_STATUS,전표상태,전표상태,
SLIP_UPLOAD,Slip 업로드,Slip 업로드,
SLIP_UPLOAD_MASTER,Slip 업로드관리,Slip 업로드관리,
SMALL,작게,작게,
SMD_FACTORY,,,"{""A"": ""SMD-A"", ""B"": ""SMD-B"", ""C"": ""SMD-C""}"
SMD_INPUT_MATERIAL_PID_RUNCARD,"SMD Input Material (PID, RUNCARD)","SMD Input Material (PID, RUNCARD)",
SMD_INSPECT_RESULT_PID,SMD Inspect Result (PID),SMD Inspect Result (PID),
SMD_INSPECT_STATUS,SMD Inspect Status,SMD Inspect Status,
SMD_LINE,SMD Line,SMD Line,
SMD_MAGAZINE_IN_OUT_SCAN,SMD 매거진  In/Out 스캔,SMD 매거진  In/Out 스캔,
SMD_MAGAZINE_QUERY,SMD 매거진조회,SMD 매거진조회,
SMD_MAGAZINE_SPLIT_MASTER,SMD 매거진분할관리,SMD 매거진분할관리,
SMD_PID_TRACKING_FOR_THE_PRODUCTION,SMD PID 제품추적,SMD PID 제품추적,
SMD_PLAN_POPUP,SMD Plan Popup,SMD Plan Popup,
SMD_PRODUCT_CLASS,,,"{""3IN1 P"": ""3IN1 P"", ""ADT"": ""ADT"", ""ASSY"": ""ASSY"", ""ESL"": ""ESL"", ""EV PWR"": ""EV PWR"", ""IOT"": ""IOT"", ""LIGHT"": ""LIGHT"", ""N000"": ""ESL"", ""P000"": ""POWER"", ""POWER"": ""POWER"", ""S000"": ""IOT"", ""SERVER"": ""SERVER"", ""SMPS"": ""SMPS"", ""T000"": ""VS""}"
SMT,SMT,SMT,
SMT_B,SMT-B,SMT-B,
SMT_BOM_COMPARISION_REPORT,피더레이아웃 비교,피더레이아웃 비교,
SMT_BOM_EXISTS,피더레이아웃체크,피더레이아웃체크,
SMT_BOM_LIST,SMT BOM 리스트,SMT BOM 리스트,
SMT_BOM_MASTER,SMT BOM 관리,SMT BOM 관리,
SMT_BOM_MASTER_REPORT,SMT BOM 관리리포트,SMT BOM 관리리포트,
SMT_BOM_REPLACE,SMT BOM 대체,SMT BOM 대체,
SMT_BOM_REPLACE_MASTER,SMT BOM 대체관리,SMT BOM 대체관리,
SMT_BOM_REPORT,SMT BOM 리포트,SMT BOM 리포트,
SMT_CHECK_MATERIAL_POSITION,오삽방지관리,오삽방지관리,
SMT_DATA_QUERY,SMT 데이터조회,SMT 데이터조회,
SMT_FEEDER_MONITORING,SMT 피더별 모니터링,SMT 피더별 모니터링,
SMT_FEEDER_MONITORING_LINE_MASTER,라인별 모니터링,라인별 모니터링,
SMT_IMPORTANT_ISSUE_LIST,SMT 중요이슈,SMT 중요이슈,
SMT_ISSUE,키팅출고,키팅출고,
SMT_ISSUE_PLAN_DETAIL_REPORT,SMT 출고계획상세리포트,SMT 출고계획상세리포트,
SMT_ISSUE_PLAN_REPORT,SMT 출고계획리포트,SMT 출고계획리포트,
SMT_LINE_MASTER,SMT 라인관리,SMT 라인관리,
SMT_LOCATION_LIST,SMT 로케이션리스트,SMT 로케이션리스트,
SMT_LOCATION_MASTER,라인별 테이블 관리,라인별 테이블 관리,
SMT_MAGAZINE_LABEL_ISSUE,SMT 매거진라벨출고,SMT 매거진라벨출고,
SMT_MAGAZINE_LABEL_MASTER,매거진라벨관리,매거진라벨관리,
SMT_MODEL_NAME,SMT 모델명,SMT 모델명,
SMT_PICKUP_INQUERY,설비 픽업률조회,설비 픽업률조회,
SMT_PICKUP_INQUERY_BASE,SMT 픽업율 조회 (BASE),SMT 픽업율 조회 (BASE),
SMT_PICKUP_INQUERY_HEAD,SMT 픽업율 조회 (HEAD),SMT 픽업율 조회 (HEAD),
SMT_PICKUP_LAST_DATA_QUERY,SMT 픽업율 (최종데이터조회),SMT 픽업율 (최종데이터조회),
SMT_PICKUP_RATE_REPORT,SMT 픽업율 리포트,SMT 픽업율 리포트,
SMT_PLAN_MASTER,SMT 계획배포관리,SMT 계획배포관리,
SMT_PRODUCT_SENSOR_ACTUAL_QUERY,SMT 제품실적센서이력조회,SMT 제품실적센서이력조회,
SMT_REQUEST_ISSUE,신청출고,신청출고,
SMT_STATUS,SMT 생산현황,SMT 생산현황,
SMT_STATUS_LIST,SMT 현황 모니터링,SMT 현황 모니터링,
SMT_T,SMT-T,SMT-T,
SMT_UPLOAD_NC_MASTER,SMT 피더레이아웃 등록,SMT 피더레이아웃 등록,
SMT_UPLOAD_PARTLIB_MASTER,SMT 파트라이브러리관리,SMT 파트라이브러리관리,
SM_LINE_LIST,SM 라인리스트,SM 라인리스트,
SOFTTWARE_VERSION_MASTER,Softtware 버젼관리,Softtware 버젼관리,
SOFTWARE_VERION_MASTER,소프트웨어버젼관리,소프트웨어버젼관리,
SOFT_VERSION,Soft Version,Soft Version,
SOLDER,솔더,솔더,
SOLDERING_RESULT_QUERY,Soldering 결과조회,Soldering 결과조회,
SOLDER_AGITATION_TIME,Solder Agitation Time,Solder Agitation Time,
SOLDER_BARCODE,솔더바코드,솔더바코드 (코드 값),
SOLDER_CHECK_DATE,솔더체크일자,솔더체크일자 (날짜),
SOLDER_CODE,솔더코드,솔더코드 (코드 값),
SOLDER_CREAM_CHECK,솔더크림체크,솔더크림체크,
SOLDER_INPUT_HISTORY,솔더라인투입이력조회,솔더라인투입이력조회,
SOLDER_ITEM_CODE,솔더품목코드,솔더품목코드 (코드 값),
SOLDER_LABEL_PRINT,솔더라벨 발행,솔더라벨 발행,
SOLDER_LOT_NO,솔더롯트번호,솔더롯트번호,
SOLDER_NAME,솔더명,솔더명,
SOLDER_OPEN_LIMIT_TIME,Solder Open Limit Time,Solder Open Limit Time,
SOLDER_RECEIPT_ISSUE_MASTER,솔더크림입출고관리,솔더크림입출고관리,
SOLDER_RECEIPT_ISSUE_QUERY,솔더입출고조회,솔더입출고조회,
SOLDER_REMAIN_TIME,솔더잔여시간(12시간),솔더잔여시간(12시간),
SOLDER_TYPE,솔더타입,솔더타입,"{""F"": ""무연"", ""P"": ""유연""}"
