column_name,korean_name,description,code_values
SOLDER_VALID_DATE,솔더유효일자,솔더유효일자 (날짜),
SOLDER_VISCOSITY_RESULT_QUERY,솔더점도 검사결과조회,솔더점도 검사결과조회,
SOLD_TO,Sold To,Sold To,
SOLERING_RESULT_QUERY,Solering 결과조회,Solering 결과조회,
SORDER_CREAM_CHECK_YN,솔더크림체크,솔더크림체크,
SORDER_LOT_NO,솔더롯트번호,솔더롯트번호,
SORT,정렬,정렬,
SORT_COLUMN_LIST,정렬컬럼리스트,정렬컬럼리스트,
SORT_CTRL_T,정렬관리	Ctrl+T,정렬관리	Ctrl+T,
SORT_ORDER,정렬순서,정렬순서,
SORT_SEQUENCE,정렬순번,정렬순번,
SOUND,소리,소리,
SOUND_GROUP,Sound Group,Sound Group,"{""HUMIDITY"": ""온습도"", ""MSL"": ""함습자재"", ""REFLOW"": ""REFLOW""}"
SOUND_ID,Sound Id,Sound Id,
SOUND_LEVEL,Sound Level,Sound Level,
SOUND_ON,소리켜기,소리켜기,
SOUND_RECORD,Sound Record,Sound Record,
SOUND_STATUS,Sound Status,Sound Status,"{""C"": ""종료"", ""O"": ""진행""}"
SOUND_TEXT,Sound Text,Sound Text,
SOURCE_CHILD_ITEM_CODE,복사할자품목번호,복사할자품목번호 (코드 값),
SOURCE_ITEM_CODE,품목코드(원본),품목코드(원본) (코드 값),
SOURCE_LINE_CODE,기준라인,기준라인 (코드 값),
SOURCE_LOCATION,원인부서,원인부서,
SOURCE_MODEL,기준 모델,기준 모델,
SOURCE_ROUTE_NO,기준라우팅번호,기준라우팅번호,
SOURCE_SET_ITEM_CODE,복사할품목번호,복사할품목번호 (코드 값),
SOW_DOCUMENT,문서보기,문서보기,
SPACE_CONTROL,여백관리,여백관리,
SPACING_UNIT,간격단위,간격단위,
SPARSE,건너뛰기,건너뛰기,
SPEC,SPEC:,Spec,
SPECIAL_LABEL_PRINT_NO_RESULT,Special 라벨출력 ( No Result ),Special 라벨출력 ( No Result ),
SPECIAL_PROPERTY,특성,특성,
SPECIAL_TEMRS_AND_CONDITIONS,Special Temrs and conditions :,Special Temrs and conditions :,
SPECIFICATION,규격,규격,
SPEC_INSPECTION,일상점검,일상점검,
SPEC_MAX,Spec Max,Spec Max,
SPEC_MIN,Spec Min,Spec Min,
SPEED_DETACT,Speed Detact,Speed Detact,
SPEED_MOUNT,Speed Mount,Speed Mount,
SPEED_PICKUP,Speed Pickup,Speed Pickup,
SPI_AOI_NG_COMPARE_QUERY,SPI/AOI NG 비교조회,SPI/AOI NG 비교조회,
SPI_AOI_PASS_TIME_HOUR,SPI-AOI통과시간,SPI-AOI통과시간,
SPI_CHECK_YN,Spi Check Yn,Spi Check Yn,
SPI_DEFECT_CODE,SPI 불량코드,SPI 불량코드 (코드 값),
SPI_EQUIPMENTID,SPI 설비,SPI 설비,
SPI_INSPECT_DATE,SPI 검사일자,SPI 검사일자 (날짜),
SPI_LOG_QUERY,SPI 검사로그조회,SPI 검사로그조회,
SPI_NG_QUERY,SPI NG 조회,SPI NG 조회,
SPI_NG_RATE,SPI NG비율,SPI NG비율,
SPI_PASS_RATE,SPI 직행율,SPI 직행율,
SPI_RESULT,SPI 검사결과,SPI 검사결과,
SPI_RESULT_QUERY,SPI 검사결과조회,SPI 검사결과조회,
SPI_TIME_QUERY,SPI 시간대별조회,SPI 시간대별조회,
SPI_TIME_QUERY_2_FACTORY,SPI 시간조회 (2  Factory),SPI 시간조회 (2  Factory),
SPLIT_ITEM,분할품목,분할품목,
SPLIT_RUN_CARD_PROCESS,런카드분할,런카드분할,
SP_RESULT_QUERY,SP 작업결과조회,SP 작업결과조회,
SQGAP,Sqgap,Sqgap,
SQL_PAINTER,SQL 페인터,SQL 페인터,
SQL_SCRIPTS,SQL문장,SQL문장,
SQL_SELECT,SQL 문자,SQL 문자,
SQL_SYNTAX,SQL 문장,SQL 문장,
SQUEEZE,스퀴지,스퀴지,
SQUEEZE_1,스퀴지1,스퀴지1,
SQUEEZE_2,스퀴지2,스퀴지2,
SQUEEZE_AIR_SPEC,,,"{""0.10"": ""최소값"", ""0.20"": ""최대값""}"
SQUEEZE_CHECK_HISTORY_QUERY,스퀴지검사이력조회,스퀴지검사이력조회,
SQUEEZE_CLEAN_CHECK_MASTER,스퀴지검사관리,스퀴지검사관리,
SQUEEZE_CURRENT_HIT_VALUE,스퀴지사용횟수,스퀴지사용횟수,
SQUEEZE_INPUT_DATE,스퀴지투입시간,스퀴지투입시간 (날짜),
SQUEEZE_JIG_LOT_NO,스퀴지롯트번호,스퀴지롯트번호,
SQUEZE_BARCODE,스퀴즈바코드,스퀴즈바코드 (코드 값),
SQUEZE_CHECK_DATE,스퀴즈검사일자,스퀴즈검사일자 (날짜),
SQUEZE_CODE,스퀴즈코드,스퀴즈코드 (코드 값),
SQUEZE_LOT_NO,스퀴즈롯트번호,스퀴즈롯트번호,
SQUEZE_MASTER,스퀴즈관리,스퀴즈관리,
SQUEZE_NAME,스퀴즈명,스퀴즈명,
SQUEZE_SCAN,스퀴즈스캔,스퀴즈스캔,
SSIZE,Ssize,Ssize,
ST,ST :,ST,
STANBY_TIME,준비시간,준비시간,
STANDARD_CODE,기준코드관리,기준코드관리 (코드 값),
STANDARD_CODE_LIST,기준코드리스트,기준코드리스트 (코드 값),
STANDARD_CODE_MANAGE,표준코드관리,표준코드관리 (코드 값),
STANDARD_CODE_MASTER,기준코드관리,기준코드관리 (코드 값),
STANDARD_COST,표준원가,표준원가,
STANDARD_COST_ANALYSIS_REPORT,표준재료비분석,표준재료비분석,
STANDARD_COST_COVERSION_COST_MASTER,표준원가가공비관리,표준원가가공비관리,
STANDARD_COST_LIST,표준원가리스트,표준원가리스트,
STANDARD_COST_WORKTIME_COLLECT_MASTER,표준원가작업시간집계관리,표준원가작업시간집계관리,
STANDARD_MACHINE_CAPACITY,설비기준능력,설비기준능력,
STANDARD_MATERIAL_COST,표준재료비조회,표준재료비조회,
STANDARD_MATERIAL_COST_ANALYSIS_REPORT,표준재료비분석리포트,표준재료비분석리포트,
STANDARD_MATERIAL_COST_MANAGE,표준재료비관리,표준재료비관리,
STANDARD_QTY,기준수량,기준수량 (수량),
STANDARD_SALE_PRICE,기준판매단가,기준판매단가,
STANDARD_UNIT_PRICE,기준단가,기준단가,
STANDARD_WORK_TIME,기준작업시간,기준작업시간,
STANDAR_CODE_MANAGE,기준코드관리,기준코드관리 (코드 값),
STANDAR_COST_MASTER,표준원가,표준원가,
START,시작,시작,
START_BEGINNING_OF_A_MONTH,시작일을 다음날짜와 같이..,시작일을 다음날짜와 같이..,
START_CHANNEL,시작채널,시작채널,
START_DATE,시작일자,시작일자 (날짜),
START_END_TIME,시작/종료시간,시작/종료시간,
START_MODE,시작유형,시작유형,
START_OK,Start OK,Start OK,
START_SERIAL,Start Serial,Start Serial,
START_TABLE_ID,Start Table Id,Start Table Id,
START_TIME,시작시간,시작시간,
START_WINDOW,시작윈도우,시작윈도우,
STATION_SEQUENCE,위치순번,위치순번,
STATISTICAL_CHART,분석차트,분석차트,
STATUS,상태,상태,
STATUS_AUTO_CHECK,자동입출전환,자동입출전환,
STATUS_FLAG,,,"{""C"": ""수리완료"", ""I"": ""입고""}"
STATUS_TOTAL,상태별총합계,상태별총합계,
STATYS,,,"{""N"": ""정상""}"
STB_RESULT_QUERY,STB Result Query,STB Result Query,
STDPOS,Stdpos,Stdpos,
STD_DEV,STD Dev,STD Dev,
STD_HUMIDITY,표준습도,표준습도,
STD_HUMIDITY_VALUE,Std Humidity Value,Std Humidity Value,
STD_TEMP,표준온도,표준온도,
STD_TEMP_VALUE,표준온도,표준온도,
STD_UNIT_QTY,표준수량,표준수량 (수량),
STD_VALUE,Std Value,Std Value,
STD_WORK_END,작업종료,작업종료,
STD_WORK_HOUR,작업시간,작업시간,
STD_WORK_START,작업시작,작업시작,
STD_WORK_TIME,작업시간,작업시간,
STEP_INFOR_SMASUNG,Step Infor(Smasung),Step Infor(Smasung),
STM_MODELS_COMPARISION,피더끼리 비교,피더끼리 비교,
STM_MODELS_COMPARISION_COUNT,피더비교(품목별),피더비교(품목별),
STM_MODELS_COMPARISION_LOCATION,피더비교(위치별),피더비교(위치별),
STOP,정지,정지,
STOP_BITS,정지비트,정지비트,
STOP_COUNT,정지수량,정지수량 (수량),
STOP_F2,중지	F2,중지	F2,
STOR_LOC,위치,위치,
STROCKDATA,StrockData,StrockData,
STRUCTURE_OUT,Structure Out,Structure Out,
STSPD,Stspd,Stspd,
STTIME,Sttime,Sttime,
STYLE,스타일,스타일,
STYLE_VALUE,Style Value,Style Value,
STZ,Stz,Stz,
ST_RT,스테이타/로타,스테이타/로타,
ST_VALUE,표준작업시간,표준작업시간,
SUBCONTRACT_INVOICE_NO,외주가공명세서번호,외주가공명세서번호,
SUBCONTRACT_INV_NO,외주가공명세서,외주가공명세서,
SUBINVENTORY,Subinventory,Subinventory,
SUBSTITUTE_FOR_THE_ARRIVAL,도착을출발로대신처리함,도착을출발로대신처리함,
SUBTOTAL,소계,소계,
SUB_ISSUE_HISTORY,S-PARTS출고이력,S-PARTS출고이력,
SUB_ISSUE_HISTORY_LIST,SUB ISSUE HISTORY LIST,SUB ISSUE HISTORY LIST,
SUB_ISSUE_LIST,SUB ISSUE LIST,SUB ISSUE LIST,
SUB_ITEM_UOM,,,"{""EA"": ""EA"", ""ST"": ""ST""}"
SUB_MASTERIAL_ISSUE,S-PARTS출고,S-PARTS출고,
SUB_MATERIAL,S-PARTS,S-PARTS,
SUB_MATERIAL_CURRENT_INVENTORY_LIST,S-PARTS현재고리스트,S-PARTS현재고리스트,
SUB_MATERIAL_ISSUE,S-PARTS출고,S-PARTS출고,
SUB_MATERIAL_ISSUE_CANCEL_LIST,Sub Material Issue Cancel List,Sub Material Issue Cancel List,
SUB_MATERIAL_ISSUE_CANCEL_MASTER,S-PARTS출고취소,S-PARTS출고취소,
SUB_MATERIAL_ISSUE_LIST,Sub Material Issue List,Sub Material Issue List,
SUB_MATERIAL_ISSUE_MASTER,S-PARTS출고,S-PARTS출고,
SUB_MFS,부D/O번호,부D/O번호,
SUB_TOTAL,소계:,소계,
SUB_TOTAL_FOR_CUSTOMER,고객별소계,고객별소계,
SUB_TOTAL_FOR_DELIVERY_DATE,Sub Total For Delivery Date,Sub Total For Delivery Date (날짜),
SUB_TOTAL_FOR_ORDER,주문별소계,주문별소계,
SUFFIX,서픽스,서픽스,
SUFFIX_LABEL_LIST,서픽스라벨발행,서픽스라벨발행,
SUM,합계,합계,
SUMMARY,합계,합계,
SUMMARY_BY_ACCOUNT,계정별합계,계정별합계,
SUMMARY_BY_ITEM,출고합계,출고합계,
SUMMARY_LIST,통계LIST,통계LIST,
SUMMARY_PLAN_QTY_SUM,계획수량합계,계획수량합계 (수량),
SUM_BREAK_VALUE,폐기값합계,폐기값합계,
SUM_BY_ITEM,품목별합계:,품목별합계:,
SUM_MOLD_REQ_QTY,S-PARTS소요량합계,S-PARTS소요량합계 (수량),
SUM_OF_ARRIVAL_AMT,도착금액합계,도착금액합계 (금액),
SUM_OF_ARRIVAL_QTY,도착수량합계,도착수량합계 (수량),
SUM_OF_BAD_QTY,불량합계,불량합계 (수량),
SUM_OF_BILL_COLLECTION_AMT,수금금액합계,수금금액합계 (금액),
SUM_OF_FOREIGN_RECEIPT_AMT,외화입고금액합계,외화입고금액합계 (금액),
SUM_OF_FOREIGN_SHIPPING_AMT,판매금액(외화)합계,판매금액(외화)합계 (금액),
SUM_OF_INSPECT_BAD_QTY,검사수량합계,검사수량합계 (수량),
SUM_OF_INVENTORY_QTY,재고량합계,재고량합계 (수량),
SUM_OF_IN_QTY,인합계,인합계 (수량),
SUM_OF_IQ_PRODUCT_LQC_BAD_LQC_BAD_QTY,Sum Of Iq Product Lqc Bad Lqc Bad Qty,Sum Of Iq Product Lqc Bad Lqc Bad Qty (수량),
SUM_OF_LAST_SHIPPING_AMT,전월판매금액합계,전월판매금액합계 (금액),
SUM_OF_LAST_SHIPPING_QTY,전월판매수량합계,전월판매수량합계 (수량),
SUM_OF_LOT_QTY,Sum Of Lot Qty,Sum Of Lot Qty (수량),
SUM_OF_MISS_AMOUNT,Sum Of Miss Amount,Sum Of Miss Amount (금액),
SUM_OF_ORDER_QTY,주문수량합계,주문수량합계 (수량),
SUM_OF_OUT_QTY,아웃합계,아웃합계 (수량),
SUM_OF_PRODUCT_ACTUAL_QTY,생산실적 합계,생산실적 합계 (수량),
SUM_OF_PRODUCT_BAD_ACTUAL_QTY,불량실적 합계,불량실적 합계 (수량),
SUM_OF_RECEIPT_AMT,입고금액합계,입고금액합계 (금액),
SUM_OF_RECEIPT_QTY,입고수량합계,입고수량합계 (수량),
SUM_OF_REQUIRMENT_QTY,소요량합계,소요량합계 (수량),
SUM_OF_SALE_AMT,판매금액합계,판매금액합계 (금액),
SUM_OF_SHIPPING_AMT,판매금액합계,판매금액합계 (금액),
SUM_OF_SHIPPING_QTY,판매수량합계,판매수량합계 (수량),
SUM_OF_TOTAL_OPERATION_TIME,Sum Of Total Operation Time,Sum Of Total Operation Time,
SUM_OF_WH_INVENTORY_QTY,창고재고합계,창고재고합계 (수량),
SUM_OF_WS_INVENTORY_QTY,공재재고합계,공재재고합계 (수량),
SUM_S_PARTS_REQ_QTY,S-PARTS소요량합계,S-PARTS소요량합계 (수량),
SUM_WEIGHT,합계중량,합계중량,
SUNDAY,일요일,일요일,
SUNDAY_HOLIDAY,일요일휴무,일요일휴무,
SUPPLIER,협력사,협력사,
SUPPLIER_BARCODE,공급상바코드,공급상바코드 (코드 값),
SUPPLIER_BARCODE_E,Supplier Barcode E,Supplier Barcode E (코드 값),
SUPPLIER_BARCODE_MASTER,공급상바코드마스터,공급상바코드마스터 (코드 값),
SUPPLIER_BARCODE_ORIGIN,공급처원바코드,공급처원바코드 (코드 값),
SUPPLIER_BARCODE_S,Supplier Barcode S,Supplier Barcode S (코드 값),
SUPPLIER_BARCODE_T,Supplier Barcode T,Supplier Barcode T (코드 값),
SUPPLIER_CHANGE,공급상변경,공급상변경,
SUPPLIER_CHARGE_NAME,협력사담당자명,협력사담당자명,
SUPPLIER_CODE,공급상/제작처,@소모품번호 (코드 값),"{""J"": """"}"
SUPPLIER_CODE_ORIGIN,공급상(원),공급상(원) (코드 값),
SUPPLIER_CODE_SUB_TOTAL,공급상소계,공급상소계 (코드 값),
SUPPLIER_CUSTOMER_CHANGE,공급상/고객변경,공급상/고객변경,
SUPPLIER_DATA_MANAGE,협력사자료관리,협력사자료관리,
SUPPLIER_DATA_MASTER,외주재고현황,외주재고현황,
SUPPLIER_DETAIL_LIST,협력사상세리스트,협력사상세리스트,
SUPPLIER_DOCUMENT,협력사문서,협력사문서,
SUPPLIER_INVENTORY,협력사재고 :,협력사재고 :,
SUPPLIER_ITEM_CODE,공급상품목코드,공급상품목코드 (코드 값),
SUPPLIER_LIST,협력사리스트,협력사리스트,
SUPPLIER_LIST_REPORT,협력사리스트리포트,협력사리스트리포트,
SUPPLIER_LOT_BARCODE,공급상바코드,공급상바코드 (코드 값),
SUPPLIER_LOT_BARCODE_CHECK_YN,공급상바코드체크유무,공급상바코드체크유무 (코드 값),
SUPPLIER_LOT_CHECK_YN,공급상롯트체크여부,공급상롯트체크여부,
SUPPLIER_LOT_NO,공급상롯트,공급상롯트,
SUPPLIER_MANAGE,협력사관리,협력사관리,
SUPPLIER_MASTER,협력사관리,협력사관리,
SUPPLIER_NAME,@소모품품목,@소모품품목,
SUPPLIER_NAME_ENG,공급상명(영),공급상명(영),
SUPPLIER_NO,Supplier No,Supplier No,
SUPPLIER_PURCHAS_ORDER_HST,업체별 발주내역,업체별 발주내역,
SUPPLIER_REF_NO,Supplier Ref No,Supplier Ref No,
SUPPLIER_REPORT,공급상리포트,공급상리포트,
SUPPLIER_STATUS,협력사상태,협력사상태,
SUPPLIER_SUB_TOTAL,협력사소계,협력사소계,
SUPPLIER_SUMMARY,공급상합계,공급상합계,
SUPPLY,(Supply),(Supply),
SUPPLY_COMPANY,협력사:,협력사,
SUPPLY_DATE,지출일자,지출일자 (날짜),
SUPPLY_PROCESS,지급처리,지급처리,
SUPPLY_STATUS,지출유무,지출유무,"{""N"": ""미처리"", ""Y"": ""처리""}"
SUPPLY_TYPE,Supply Type,Supply Type,
SUPPPLIER_CODE,공급상코드,공급상코드 (코드 값),
SURGE_SCREW_RESULT_QUERY,SURGE SCREW Result Query,SURGE SCREW Result Query,
SUSPEND,제약,제약,
SVC_CODE,서비스코드,서비스코드 (코드 값),"{""N"": ""아니오"", ""Y"": ""예""}"
SVC_INVENTORY_CHECK_LIST,서비스재고체크리스트,서비스재고체크리스트,
SVC_INVENTORY_CLOSE_REPORT,서비스재고체크리포트,서비스재고체크리포트,
SVC_INVENTORY_LIST,SVC 재고리스트,SVC 재고리스트,
SVC_INVENTROY_CLOSE_REPORT,서비스재고마감리포트,서비스재고마감리포트,
SVC_RECEIPT_CANCEL_LIST,서비스입고목록,서비스입고목록,
SVC_RECEIPT_HISTORY,서비스관리이력,서비스관리이력,
SVC_RECEIPT_LIST,SVC 입고리스트,SVC 입고리스트,
SVC_RECEIPT_LIST_NOT_CONFIRMED,SVC 입고리스트 (미승인),SVC 입고리스트 (미승인),
SVC_RECEIPT_MASTER,SVC 입고관리,SVC 입고관리,
SVC_SALE_INVOICE_PRINT,SVC 판매송장출력,SVC 판매송장출력,
SVC_SALE_PRICE,SVC판매단가,SVC판매단가,
SVC_SALE_PRICE_CONFIRM,SVC판매단가승인,SVC판매단가승인,
SVC_SALE_PRICE_LIST,서비스판매단가리스트,서비스판매단가리스트,
SVC_SHIPPING_LIST,서비스판매목록,서비스판매목록,
SVC_SHIPPING_MASTER,SVC판매,SVC판매,
SVS_SALE_PRICE_MASTER,서비스판매단가,서비스판매단가,
SWIFT_CODE,Swift Code:,은행지급처리코드 (코드 값),
SW_FILENAME,Sw Filename,Sw Filename,
SW_FILE_NAME,SW File Name,SW File Name,
SW_REVISION,Sw리비젼,Sw리비젼,
SW_VERSION,Sw버젼,Sw버젼,
SYNC,동기화,동기화,
SYNC_BASECODE,코드동기화,코드동기화 (코드 값),
SYNC_CONFIG,환경동기화,환경동기화,
SYNC_CUSTOMER,동기화,동기화,
SYNC_DATABASE,데이터베이스동기화,데이터베이스동기화,
SYNC_DEPRATMENT,조직간부서동기화,조직간부서동기화,
SYNC_DIO_WITH_ERP,DIO 와 ERP 동기화,DIO 와 ERP 동기화,
SYNC_ITEM,품목동기화,품목동기화,
SYNC_LANGUAGE_PACK,언어팩동기화,언어팩동기화,
SYNC_MATERIAL,자재정보동기화,자재정보동기화,
SYNC_MESSAGE_PACK,메시지동기화,메시지동기화,
SYNC_ORG_LANGUAGE,조직간언어동기화,조직간언어동기화,
SYNC_ORG_ROLE,조직간역할동기화,조직간역할동기화,
SYNC_PRICE,구매단가동기화,구매단가동기화,
SYNC_SUPPLIER_WITH_PRICE,단가정보로부터동기화,단가정보로부터동기화,
SYNC_WITH_EXCEL,엑셀로동기화,엑셀로동기화,
SYNC_WITH_UPDATE,동기화시업데이트,동기화시업데이트 (날짜),
SYSDATE,오늘일자,오늘일자 (날짜),
SYSTEM,시스템,시스템,
SYSTEM_ACCESS_DATE,시스템접근일자,시스템접근일자 (날짜),
SYSTEM_ACCESS_LIST,시스템접근내역리스트,시스템접근내역리스트,
SYSTEM_ACCESS_MASTER,시스템사용내역관리,시스템사용내역관리,
SYSTEM_ACCESS_RATE,시스템사용율,시스템사용율,
SYSTEM_ACCESS_TYPE,접근유형,접근유형,
SYSTEM_ANALYSIS_REPORT,시스템분석리포트,시스템분석리포트,
SYSTEM_BACKUP_LIST,시스템백업리스트,시스템백업리스트,
SYSTEM_ENVIRONMENT,시스템환경,시스템환경,
SYSTEM_ENVIRONMENT_LIST,시스템환경리스트,시스템환경리스트,
SYSTEM_ERROR_LOG_TRACE_LIST,시스템에러추적리스트,시스템에러추적리스트,
SYSTEM_ERROR_LOG_TRACE_MASTER,시스템에러추적,시스템에러추적,
SYSTEM_LOCKED,시스템잠금,시스템잠금,
SYSTEM_MENU_ID,,,"{""M_MAIN_FRAME_MENU"": ""ERP메뉴""}"
SYSTEM_OPEN_CLOSE_LIST,시스템열림/잠금 리스트,시스템열림/잠금 리스트,
SYSTEM_OPERATION,시스템설정...,시스템설정...,
SYSTEM_PROPERTY,시스템특성,시스템특성,
SYSYTEM_ENVIRONMENT,시스템환경,시스템환경,
SYS_TEM,시스템,시스템,
SZ,Sz,Sz,
S_CODE,S-Code:,S-Code: (코드 값),
S_MICROSCOPE,S.Microscope,S.Microscope,
S_N_PH_M_S_A_CH_A,sản phẩm sửa chữa,sản phẩm sửa chữa,
S_PARTS,S-PARTS,S-PARTS,
S_PARTS_BARCODE,S-PARTS바코드,S-PARTS바코드 (코드 값),
S_PARTS_BARCODE_ISSUE,S-PARTS바코드출고,S-PARTS바코드출고 (코드 값),
S_PARTS_BILL,S-PARTS연결BOM,S-PARTS연결BOM,
S_PARTS_BILL_LIST,S-PARTS적용품목,S-PARTS적용품목,
S_PARTS_BILL_PROCESS,S-PARTS연결처리,S-PARTS연결처리,
S_PARTS_BILL_REPORT,S-PARTSBOM리포트,S-PARTSBOM리포트,
S_PARTS_BUY_PRICE_CONFIRM,S-PARTS구매단가승인,S-PARTS구매단가승인,
S_PARTS_BUY_PRICE_MASTER,S-PARTS구매단가,S-PARTS구매단가,
S_PARTS_CALENDAR_GENERATE,S-PARTS월력생성,S-PARTS월력생성,
S_PARTS_CALENDAR_LIST,S-PARTS월력리스트,S-PARTS월력리스트,
S_PARTS_CALENDAR_MASTER,S-PARTS월력관리,S-PARTS월력관리,
S_PARTS_CARD,S-PARTS카드,S-PARTS카드,
S_PARTS_CARE_YN,S-PARTS청소유무,S-PARTS청소유무,
S_PARTS_CHECK,S-PARTS검사,S-PARTS검사,
S_PARTS_CHECK_LIST,S-PARTS검사리스트,S-PARTS검사리스트,
S_PARTS_CHECK_MASTER,S-PARTS검사관리,S-PARTS검사관리,
S_PARTS_CHECK_REPORT,S-PARTS검사리포트,S-PARTS검사리포트,
S_PARTS_CODE,S-PARTS코드,S-PARTS코드 (코드 값),
S_PARTS_GROUP,S-PARTS그룹,S-PARTS그룹,
S_PARTS_IMAGE_EXISTS_YN,S-PARTS이미지,S-PARTS이미지,
S_PARTS_IN,S-PARTS입고,S-PARTS입고,
S_PARTS_INVENTORY,S-PARTS재고,S-PARTS재고,
S_PARTS_INVENTORY_LIST,S-PARTS재고리스트,S-PARTS재고리스트,
S_PARTS_INVENTORY_MASTER,S-PARTS재고관리,S-PARTS재고관리,
S_PARTS_INVENTORY_REPORT,S-PARTS재고리포트,S-PARTS재고리포트,
S_PARTS_IN_COUNT,S-PARTS입고건수,S-PARTS입고건수,
S_PARTS_IN_OUT,S-PARTS출고상태,S-PARTS출고상태,
S_PARTS_ISSUE,S-PARTS출고,S-PARTS출고,
S_PARTS_ISSUE_LIST,S-PARTS출고리스트,S-PARTS출고리스트,
S_PARTS_ISSUE_MASTER,S-PARTS출고관리,S-PARTS출고관리,
S_PARTS_ISSUE_REPORT,S-PARTS출고리포트,S-PARTS출고리포트,
S_PARTS_JIG,S-PARTS/지그,S-PARTS/지그,
S_PARTS_LINE_TYPE,S-PARTS구입유형,S-PARTS구입유형,
S_PARTS_LIST,S-PARTS리스트,S-PARTS리스트,
S_PARTS_LOCATION,S-PARTS위치,S-PARTS위치,
S_PARTS_LOCATION_CODE,S-PARTS위치코드,S-PARTS위치코드 (코드 값),
S_PARTS_LOCATION_GROUP,S-PARTS그룹,S-PARTS그룹,
S_PARTS_LOCATION_NAME,S-PARTS위치명,S-PARTS위치명,
S_PARTS_LOCATION_STATUS,S-PARTS상태,S-PARTS상태,
S_PARTS_MANAGE,S-PARTS관리,S-PARTS관리,
S_PARTS_MASTER,S-PARTS관리,S-PARTS관리,
S_PARTS_MASTER_LIST,S-PARTS리스트,S-PARTS리스트,
S_PARTS_MASTER_REPORT,S-PARTS마스터리포트,S-PARTS마스터리포트,
S_PARTS_MATERIAL,S-PARTS재료,S-PARTS재료,
S_PARTS_NAME,S-PARTS명,S-PARTS명,
S_PARTS_NOT_CONFIRM_COUNT,S-PARTS미승인건수,S-PARTS미승인건수,
S_PARTS_OBSOLETE_COUNT,S-PARTS단종건수,S-PARTS단종건수,
